Capitulo capítulo NCMS000 1
muy muy RG 1
grandes grande AQ0CP0 0.996795
dones don NCMP000 0.5
e e CC 1
muchos mucho DI0MP0 0.876506
honrrados honrado AQ0MP0 0.916667
. . Fp 1

E e CC 1
torrnaronse tornar+se VMIS3P0+PP3CN000 1
con con SPS00 1
estas este DD0FP0 0.776824
nueuas nueva NCFP000 0.5
. . Fp 1

La el DA0FS0 0.897854
v° 5 AQ0CS00 1
cosa cosa NCFS000 1
es ser VSIP3S0 1
que que CS 0.351047
fue ser VSIS3S0 0.93672
a a SPS00 0.956937
Egibto egipto NP000G0 1
a a SPS00 0.956937
pelear pelear VMN0000 1
con con SPS00 1
el el DA0MS0 0.880831
rey rey NCMS000 1
Tolomeo tolomeo NP000P0 1
, , Fc 1
e e CC 1
tan tan RG 1
grande grande AQ0CS0 0.994186
fue ser VSIS3S0 0.93672
el el DA0MS0 0.880831
espanto espanto NCMS000 0.525272
que que PR0CN000 0.648953
entro entrar VMIS3S0 0.475
en en SPS00 1
la el DA0FS0 0.897854
tierra tierra NCFS000 1
del del_de+del_el SP+DA 0.5
rey rey NCMS000 1
Tolomeo tolomeo NP000P0 1
, , Fc 1
que que PR0CN000 0.648953
se saber VMIP1S0 0.763441
le le PP3CSD00 1
sojudgo sojudgo VMIS3S0 0.255825
syn sin SPS00 1
ninguna ninguno DI0FS0 0.990196
batalla batalla NCFS000 1
. . Fp 1

Et et CC 1
despues después RG 1
desto desto_de+desto_este SP+PD 1
, , Fc 1
torno tornar VMIP1S0 0.474178
para para SPS00 0.988789
conplir cumplir VMN0000 1
lo el DA0NS0 0.30297
que que PR0CN000 0.648953
dixera decir VMSI3S0 0.615385
a a SPS00 0.956937
los el DA0MP0 0.964169
mensajeros mensajero NCMP000 0.569788
de de SPS00 0.999758
Dario darío NP000P0 1
. . Fp 1

La el DA0FS0 0.897854
vi° vi° NCMS000 0.175279
es ser VSIP3S0 1
que que PR0CN000 0.648953
entro entrar VMIS3S0 0.475
en en SPS00 1
la el DA0FS0 0.897854
mar mar NCCS000 1
para para SPS00 0.988789
pasar pasar VMN0000 1
a a SPS00 0.956937
Asia asia NP000G0 1
a a SPS00 0.956937
pelear pelear VMN0000 1
con con SPS00 1
Dario darío NP000P0 1
, , Fc 1
e e CC 1
allegando allegar VMG0000 1
al al_a+al_el SP+DA 0.915677
puerto puerto NCMS000 1
, , Fc 1
ante antes RG 0.619303
que que CS 0.351047
arribase arribar VMSI3S0 0.632352
, , Fc 1
tomo tomar VMIP1S0 0.496933
una uno DI0FS0 0.763441
ballesta ballesta NCFS000 1
, , Fc 1
e e CC 1
puso poner VMIS3S0 1
en en SPS00 1
ella él PP3FS000 1
una uno DI0FS0 0.763441
saeta saeta NCFS000 1
para para SPS00 0.988789
ferir herir VMN0000 1
a a SPS00 0.956937
toda todo DI0FS0 0.949029
Asia asia NP000G0 1
, , Fc 1
e e CC 1
como como CS 0.953008
la lo PP3FSA00 0.10199
lanço lanzar VMIS3S0 0.64998
, , Fc 1
firio herir VMIS3S0 1
un uno DI0MS0 0.930636
cuervo cuervo NCMS000 1
por por SPS00 1
el el DA0MS0 0.880831
ayre aire NCMS000 1
, , Fc 1
e e CC 1
matolo matar+lo VMIS3S0+PP3CNa00 0.295033 matar+lo VMIS3S0+PP3MSa00 0.295033
con con SPS00 1
ella él PP3FS000 1
. . Fp 1

E e CC 1
alli allí RG 1
dixeron decir VMIS3P0 1
todos todo DI0MP0 0.769608
los el DA0MP0 0.964169
sabios sabio NCMP000 0.69802
que que PR0CN000 0.648953
era ser VSII1S0 0.483357
señal señal NCFS000 1
de de SPS00 0.999758
conquerir conquerir VMN0000 1
a a SPS00 0.956937
toda todo DI0FS0 0.949029
Asia asia NP000G0 1
, , Fc 1
e e CC 1
a a SPS00 0.956937
Persia persia NP000G0 1
. . Fp 1

La el DA0FS0 0.897854
vii° vii° NCMS000 0.175279
cosa cosa NCFS000 1
es ser VSIP3S0 1
que que PR0CN000 0.648953
ante antes RG 0.619303
que que CS 0.351047
pase pasar VMSP3S0 0.341158
a a SPS00 0.956937
Assia asia NP000G0 1
, , Fc 1
e e CC 1
despues después RG 1
que que CS 0.351047
sojudgo sojudgo VMIS3S0 0.255825
a a SPS00 0.956937
Tolomeo tolomeo NP000P0 1
en en SPS00 1
Egipto egipto NP000G0 1
, , Fc 1
vino venir VMIS3S0 0.991071
a a SPS00 0.956937
lidiar lidiar VMN0000 1
con con SPS00 1
un uno DI0MS0 0.930636
prinçipe príncipe NCMS000 1
que que PR0CN000 0.648953
dezian decir VMII3P0 1
Pensenia pensenia VMII3S0 1
, , Fc 1
que que PR0CN000 0.648953
era ser VSII1S0 0.483357
vasallo vasallo AQ0MS0 0.366391
de de SPS00 0.999758
su su DP3CS0 1
padre padre NCMS000 1
, , Fc 1
e e CC 1
alçarase alzar+se VMSI3S0+PP3CN000 1
contra contra SPS00 0.982979
el él PP3MS000 0.119169
, , Fc 1
e e CC 1
lo lo PP3CNa00 0.348232
auia haber VMII3S0 1
muerto morir VMPS0SM 0.96875
en en SPS00 1
el el DA0MS0 0.880831
canpo campo NCMS000 1
, , Fc 1
mientra mientras RG 0.5
que que CS 0.351047
Alixandre alejandro NP000P0 1
estaua estar VAII3S0 1
en en SPS00 1
Egipto egipto NP000G0 1
. . Fp 1

Et et CC 1
despues después RG 1
quiso querer VMIS3S0 1
eso ese PD0NS000 1
mismo mismo AQ0MS0 0.548387
fazer hacer VMN0000 1
al al_a+al_el SP+DA 0.915677
fijo hijo NCMS000 1
, , Fc 1
por por SPS00 1
que que CS 0.351047
casase casar VMSI1S0 0.649822
con con SPS00 1
Olinpias olinpias NCFP000 0.676093
, , Fc 1
su su DP3CS0 1
madre madre NCFS000 1
de de SPS00 0.999758
Alixander alejandro NP000P0 1
. . Fp 1

Et et CC 1
alli allí RG 1
Alixander alejandro NP000P0 1
peleo pelear VMIP1S0 0.499224
con con SPS00 1
el él PP3MS000 0.119169
, , Fc 1
e e CC 1
prisolo prender+lo VMIS3S0+PP3CNa00 0.5 prender+lo VMIS3S0+PP3MSa00 0.5
, , Fc 1
e e CC 1
mandolo mandar+lo VMIS3S0+PP3CNa00 0.295033 mandar+lo VMIS3S0+PP3MSa00 0.295033
enforcar ahorcar VMN0000 0.5
como como CS 0.953008
a a SPS00 0.956937
traydor traidor NCMS000 0.633609
, , Fc 1
e e CC 1
asy así RG 1
vengo vengar VMIP1S0 0.383333
la el DA0FS0 0.897854
muerte muerte NCFS000 1
de de SPS00 0.999758
su su DP3CS0 1
padre padre NCMS000 1
. . Fp 1

E e CC 1
alli allí RG 1
fazian hacer VMII3P0 1
los el DA0MP0 0.964169
Griegos griego AQ0MP0 0.954545
muy muy RG 1
grand grande AQ0CS0 1
llanto llantar NCMS000 0.525272
por por SPS00 1
la el DA0FS0 0.897854
muerte muerte NCFS000 1
del del_de+del_el SP+DA 0.5
padre padre NCMS000 1
, , Fc 1
e e CC 1
grand grande AQ0CS0 1
alegria alegría NCFS000 1
por por SPS00 1
que que PR0CN000 0.648953
alcançauan alcanzar VMII3P0 1
por por SPS00 1
rey rey NCMS000 1
a a SPS00 0.956937
Alixander alejandro NP000P0 1
. . Fp 1

Lo el DA0NS0 0.30297
viii° viii° NCMS000 0.175279
es ser VSIP3S0 1
que que PR0CN000 0.648953
despues después RG 1
que que CS 0.351047
esto este PD0NS000 0.983631
ouo haber VAIS3S0 1
fecho hacer VMPS0SM 0.328
, , Fc 1
entro entrar VMIS3S0 0.475
en en SPS00 1
la el DA0FS0 0.897854
mar mar NCCS000 1
, , Fc 1
e e CC 1
paso pasar VMIP1S0 0.476923
allende allende RG 1
de de SPS00 0.999758
Asia asia NP000G0 1
ençima encima RG 1
de de SPS00 0.999758
un uno DI0MS0 0.930636
monte monte NCMS000 0.885714
començo comenzar VMIS3S0 0.181337
a a SPS00 0.956937
contenplar contemplar VMN0000 1
, , Fc 1
et et CC 1
dixo decir VMIS3S0 1
: : Fd 1
que que CS 0.351047
noble noble AQ0CS0 0.996894
tierra tierra NCFS000 1
esta este DD0FS0 0.817376
me me PP1CS000 1
cunple cumplir VMM02S0 1
a a SPS00 0.956937
mi mí PP1CSO00 0.114754
, , Fc 1
e e CC 1
torno tornar VMIP1S0 0.474178
a a SPS00 0.956937
tamaño tamaño AQ0MS0 0.366391
esfuerço esfuerzo NCMS000 0.551599
en en SPS00 1
su su DP3CS0 1
coraçon corazón NCMS000 1
, , Fc 1
que que PR0CN000 0.648953
dixo decir VMIS3S0 1
a a SPS00 0.956937
los el DA0MP0 0.964169
caualleros caballero NCMP000 0.954545
que que PR0CN000 0.648953
todos todo DI0MP0 0.769608
los el DA0MP0 0.964169
reyes rey NCMP000 1
, , Fc 1
ca ca CS 0.982082
se saber VMIP1S0 0.763441
tenia tener VMII1S0 0.5
por por SPS00 1
señor señor NCMS000 0.996183
de de SPS00 0.999758
todos todo PI0MP000 0.230392
, , Fc 1
e e CC 1
començo comenzar VMIS3S0 0.181337
a a SPS00 0.956937
partir partir VMN0000 1
las el DA0FP0 0.860393
tierras tierra NCFP000 1
, , Fc 1
e e CC 1
los el DA0MP0 0.964169
que que PR0CN000 0.648953
era ser VSII1S0 0.483357
ya ya RG 0.876984
suyo suyo PX3MS000 0.5
diolo dar+lo VMIS3S0+PP3CNa00 0.5 dar+lo VMIS3S0+PP3MSa00 0.5
a a SPS00 0.956937
sus su DP3CP0 1
caualleros caballero NCMP000 0.954545
, , Fc 1
e e CC 1
partioles partir+le VMIS3S0+PP3CPD00 1
los el DA0MP0 0.964169
reynados reinar VMPS0PM 1
que que PR0CN000 0.648953
auia haber VMII3S0 1
ganados ganar VMPS0PM 0.916667
. . Fp 1

Et et CC 1
la el DA0FS0 0.897854
ix° ix° AQ0CS00 0.0305452
cosa cosa NCFS000 1
es ser VSIP3S0 1
que que PR0CN000 0.648953
despues después RG 1
que que CS 0.351047
llego llegar VMIS3S0 0.630003
a a SPS00 0.956937
Troya troya NP000G0 1
, , Fc 1
e e CC 1
vido ver VMIS3S0 1
la el DA0FS0 0.897854
çerca cerca NCFS000 0.0232558
e e CC 1
la el DA0FS0 0.897854
fortaleza fortaleza NCFS000 1
della della_de+della_el SP+DA 0.5
, , Fc 1
marauillose maravillar+se VMIP1S0+PP3CN000 0.616647
mucho mucho RG 0.930013
, , Fc 1
e e CC 1
plugierale plugierale VMIP3S0 1
que que CS 0.351047
non no RN 0.99968
fuera ser VSSI1S0 0.176136
destroyda destruir VMPS0SF 1
por por SPS00 1
ser ser VSN0000 0.969613
señor señor NCMS000 0.996183
della della_de+della_el SP+DA 0.5
. . Fp 1

Et et CC 1
alli allí RG 1
fizo hacer VMIS3S0 1
muy muy RG 1
grandes grande AQ0CP0 0.996795
sacrefiçios sacrificio NCMP000 1
sobre sobre SPS00 0.945175
los el DA0MP0 0.964169
sepulcros sepulcro NCMP000 1
de de SPS00 0.999758
Hector héctor NP000P0 1
e e CC 1
de de SPS00 0.999758
archiles aquiles NP000P0 1
, , Fc 1
e e CC 1
de de SPS00 0.999758
los el DA0MP0 0.964169
otros otro DI0MP0 0.652439
caualleros caballero NCMP000 0.954545
que que PR0CN000 0.648953
alli allí RG 1
murieran morir VMSI3P0 1
. . Fp 1

La el DA0FS0 0.897854
decima décimo AO0FS0 0.459016
cosa cosa NCFS000 1
es ser VSIP3S0 1
que que PR0CN000 0.648953
conto contar VMIS3S0 0.544737
a a SPS00 0.956937
sus su DP3CP0 1
caualleros caballero NCMP000 0.954545
una uno DI0FS0 0.763441
vision visión NCFS000 1
que que PR0CN000 0.648953
auia haber VMII3S0 1
auida haber VMPS0SF 0.875
en en SPS00 1
Greçia grecia NP000G0 1
: : Fd 1
una uno DI0FS0 0.763441
noche noche NCFS000 1
a a SPS00 0.956937
la el DA0FS0 0.897854
media medio AQ0FS0 0.0975923
noche noche NCFS000 1
, , Fc 1
do donde PR000000 0.984536
estaua estar VAII3S0 1
en en SPS00 1
muy muy RG 1
grand grande AQ0CS0 1
cuydado cuidado NCMP000 0.847222
sy si CS 0.871981
defenderia defender VMIC3S0 0.65
mi mi DP1CSS 0.879781
tierra tierra NCFS000 1
e e CC 1
mi mi DP1CSS 0.879781
reyno reino NCMS000 0.939394
, , Fc 1
o o CC 0.99692
sy si CS 0.871981
yria ir VMIC3S0 0.649992
acometer acometer VMN0000 1
los el DA0MP0 0.964169
mis mi DP1CPS 0.986111
enemigos enemigo NCMP000 0.65625
. . Fp 1

Et et CC 1
pensando pensar VMG0000 1
de de SPS00 0.999758
los el DA0MP0 0.964169
conplir cumplir VMN0000 1
todo todo PI0MS000 0.17236
a a SPS00 0.956937
la el DA0FS0 0.897854
media medio AQ0FS0 0.0975923
noche noche NCFS000 1
, , Fc 1
estando estar VAG0000 1
muy muy RG 1
agrauiado agraviar VMPS0SM 0.357143
del del_de+del_el SP+DA 0.5
sueño sueño NCMS000 0.637326
, , Fc 1
vy ver VMIS1S0 1
venir venir VMN0000 1
una uno DI0FS0 0.763441
claridat claridad NCFS000 1
muy muy RG 1
grande grande AQ0CS0 0.994186
del del_de+del_el SP+DA 0.5
çielo cielo NCMS000 1
, , Fc 1
e e CC 1
tamaño tamaño AQ0MS0 0.366391
fue ser VSIS3S0 0.93672
el el DA0MS0 0.880831
tremor tremor NCMS000 1
que que PR0CN000 0.648953
oue haber VMIS1S0 1
, , Fc 1
començe comenzar VMIS1S0 0.744224
a a SPS00 0.956937
sudar sudar VMN0000 1
. . Fp 1

Et et CC 1
estando estar VAG0000 1
en en SPS00 1
este este DD0MS0 0.93323
miedo miedo NCMS000 1
de de SPS00 0.999758
muerte muerte NCFS000 1
, , Fc 1
vy ver VMIS1S0 1
venir venir VMN0000 1
un uno DI0MS0 0.930636
omne hombre NCMS000 1
muy muy RG 1
honrrado honrado AQ0MS0 0.916667
del del_de+del_el SP+DA 0.5
çielo cielo NCMS000 1
; ; Fx 1
non no RN 0.99968
se saber VMIP1S0 0.763441
sy si CS 0.871981
me me PP1CS000 1
conviene convenir VMIP3S0 1
de de SPS00 0.999758
le le PP3CSD00 1
llamar llamar VMN0000 1
omne hombre NCMS000 1
, , Fc 1
o o CC 0.99692
Dios dios NCMS000 0.999067
, , Fc 1
e e CC 1
venia venir VMII1S0 0.478261
vestido vestir VMPS0SM 0.460071
de de SPS00 0.999758
una uno DI0FS0 0.763441
vestidura vestidura NCFS000 1
de de SPS00 0.999758
oro oro NCMS000 0.968254
muy muy RG 1
estraña extraño AQ0FS0 0.366391
e e CC 1
muy muy RG 1
marauillosa maravilloso AQ0FS0 1
, , Fc 1
que que PR0CN000 0.648953
semejaua semejar VMII1S0 0.5
obispo obispo NCMS000 1
quando cuándo PT000000 1
quiere querer VMIP3S0 0.983871
dezir decir VMN0000 0.993421
misa misa NCFS000 1
. . Fp 1

E e CC 1
en en SPS00 1
las el DA0FP0 0.860393
faldas falda NCFP000 1
, , Fc 1
traya traer VMII3S0 1
muchas mucho DI0FP0 0.836538
piedras piedra NCFP000 1
presçiosas precioso AQ0FP0 1
, , Fc 1
e e CC 1
relunbraua relumbrar VMII3S0 0.65
el el DA0MS0 0.880831
oro oro NCMS000 0.968254
como como CS 0.953008
el el DA0MS0 0.880831
sol sol NCMS000 0.893805
. . Fp 1

Et et CC 1
tenia tener VMII1S0 0.5
unos uno DI0MP0 0.211538
pedaços pedazo NCMP000 1
de de SPS00 0.999758
oro oro NCMS000 0.968254
que que PR0CN000 0.648953
le le PP3CSD00 1
cubrian cubrir VMII3P0 1
los el DA0MP0 0.964169
cabellos cabello NCMP000 1
, , Fc 1
e e CC 1
tenia tener VMII1S0 0.5
en en SPS00 1
los el DA0MP0 0.964169
pechos pecho NCMP000 1
doze doce AQ0MS0 0.36866
piedras piedra NCFP000 1
presçiosas precioso AQ0FP0 1
que que PR0CN000 0.648953
relunbrauan relumbrar VMII3P0 1
como como CS 0.953008
fuego fuego NCMS000 1
, , Fc 1
e e CC 1
en en SPS00 1
la el DA0FS0 0.897854
frente frente NCFS000 0.334125
tenia tener VMII1S0 0.5
una uno DI0FS0 0.763441
figura figura NCFS000 0.962264
de de SPS00 0.999758
çinco cinco AQ0MS0 0.366391
letras letra NCFP000 1
, , Fc 1
que que PR0CN000 0.648953
es ser VSIP3S0 1
el el DA0MS0 0.880831
grand grande AQ0CS0 1
nonbre nombre NCMS000 0.968
de de SPS00 0.999758
Dios dios NCMS000 0.999067
theragramathon theragramathon VMIS3P0 0.438617
, , Fc 1
e e CC 1
non no RN 0.99968
sope saber VMIS1S0 1
leerlo leer+lo VMN0000+PP3CNa00 0.5 leer+lo VMN0000+PP3MSa00 0.5
. . Fp 1

Et et CC 1
ençima encima RG 1
de de SPS00 0.999758
la el DA0FS0 0.897854
cabeça cabeza NCFS000 1
, , Fc 1
tenia tener VMII1S0 0.5
una uno DI0FS0 0.763441
mitra mitra NCFS000 1
muy muy RG 1
marauillosa maravilloso AQ0FS0 1
. . Fp 1

Et et CC 1
yo yo PP1CSN00 1
quise querer VMIS1S0 1
demandar demandar VMN0000 1
quien quien PR0CS000 1
era ser VSII1S0 0.483357
, , Fc 1
e e CC 1
que que CS 0.351047
queria querer VMII3S0 0.65
, , Fc 1
e e CC 1
donde donde PR000000 0.987805
venia venir VMII1S0 0.478261
, , Fc 1
e e CC 1
el él PP3MS000 0.119169
respondio responder VMIS3S0 1
al al_a+al_el SP+DA 0.915677
rey rey NCMS000 1
muy muy RG 1
fuerte fuerte AQ0CS0 1
: : Fd 1
sal salir VMM02S0 0.96875
de de SPS00 0.999758
tus tu DP2CPS 1
reynados reinar VMPS0PM 1
, , Fc 1
e e CC 1
ve ver VMIP3S0 0.846154
por por SPS00 1
el el DA0MS0 0.880831
mundo mundo NCMS000 1
, , Fc 1
ca ca CS 0.982082
yo yo PP1CSN00 1
metere meter VMIF1S0 1
toda todo DI0FS0 0.949029
la el DA0FS0 0.897854
tierra tierra NCFS000 1
so so SPS00 0.355634
tus tu DP2CPS 1
pies pie NCMP000 1
, , Fc 1
e e CC 1
faz hacer VMM02S0 0.755319
señor señor NCMS000 0.996183
de de SPS00 0.999758
todo todo DI0MS0 0.746894
el el DA0MS0 0.880831
mundo mundo NCMS000 1
: : Fd 1
mas mas CC 0.345275
sy si CS 0.871981
me me PP1CS000 1
vieres ver VMSF2S0 1
en en SPS00 1
esta este DD0FS0 0.817376
forma forma NCFS000 0.972603
en en SPS00 1
que que PR0CN000 0.648953
te te PP2CS000 1
agora ahora RG 1
paresco parecer VMIP1S0 1
, , Fc 1
perdonaras perdonar VMIF2S0 0.645554
a a SPS00 0.956937
la el DA0FS0 0.897854
mi mi DP1CSS 0.879781
tierra tierra NCFS000 1
e e CC 1
a a SPS00 0.956937
los el DA0MP0 0.964169
mios mío PX1MP0S0 1
. . Fp 1

Et et CC 1
despues después RG 1
que que PR0CN000 0.648953
ouo haber VAIS3S0 1
dicho decir VMPS0SM 0.994792
esto este PD0NS000 0.983631
, , Fc 1
fuese ser VSSI1S0 0.480496
para para SPS00 0.988789
el el DA0MS0 0.880831
çielo cielo NCMS000 1
, , Fc 1
e e CC 1
fincho hinchar VMIS3S0 0.461702
la el DA0FS0 0.897854
casa casa NCFS000 0.990148
de de SPS00 0.999758
olor olor NCMS000 1
muy muy RG 1
marauilloso maravilloso AQ0MS0 1
. . Fp 1

Et et CC 1
despues después RG 1
que que CS 0.351047
el el DA0MS0 0.880831
rey rey NCMS000 1
ouo haber VAIS3S0 1
esto estar VAIP1S0 0.016369
contado contar VMPS0SM 1
, , Fc 1
dixo decir VMIS3S0 1
a a SPS00 0.956937
sus su DP3CP0 1
caualleros caballero NCMP000 0.954545
: : Fd 1
o o CC 0.99692
conpañias compañía NCFP000 1
, , Fc 1
non no RN 0.99968
temades temer VMSP2P0 1
de de SPS00 0.999758
cometer cometer VMN0000 1
muy muy RG 1
fuertes fuerte AQ0CP0 1
batallas batalla NCFP000 1
con con SPS00 1
tal tal DD0CS0 0.776243
caudillo caudillo NCMS000 1
e e CC 1
con con SPS00 1
tal tal DD0CS0 0.776243
prinçipe príncipe NCMS000 1
como como CS 0.953008
este este DD0MS0 0.93323
que que PR0CN000 0.648953
a a SPS00 0.956937
mi mí PP1CSO00 0.114754
aparesçio aparecer VMIS3S0 1
; ; Fx 1
et et CC 1
verdat verdad NCFS000 1
me me PP1CS000 1
dixo decir VMIS3S0 1
, , Fc 1
e e CC 1
asy así RG 1
lo lo PP3CNa00 0.348232
fallaredes hallar VMIF2P0 0.672826
por por SPS00 1
fecho fecho NCMS000 0.648
. . Fp 1

E e CC 1
de de SPS00 0.999758
sy si CS 0.871981
torrnose tornar+se VMIS3S0+PP3CN000 1
para para SPS00 0.988789
la el DA0FS0 0.897854
hueste hueste NCFS000 1
, , Fc 1
e e CC 1
despues después RG 1
que que PR0CN000 0.648953
ouo haber VAIS3S0 1
conquerido conquerir VMPS0SM 1
muchas mucho DI0FP0 0.836538
tierras tierra NCFP000 1
e e CC 1
sojudgado sojuzgar VMPS0SM 1
a a SPS00 0.956937
Tiro tiro NP000G0 0.323529
, , Fc 1
venose venir+se VMIS3S0+PP3CN000 1
para para SPS00 0.988789
Iherusalen jerusalén NP000G0 1
con con SPS00 1
muy muy RG 1
grandes grande AQ0CP0 0.996795
conpañas compañía NCFP000 1
, , Fc 1
que que PR0CN000 0.648953
paresçia parecer VMII3S0 0.647618
que que CS 0.351047
la lo PP3FSA00 0.10199
queria querer VMII3S0 0.65
entrar entrar VMN0000 1
por por SPS00 1
fuerça fuerza NCFS000 0.96875
, , Fc 1
e e CC 1
destroyr destruir VMN0000 1
el el DA0MS0 0.880831
tenplo templo NCMS000 0.968254
e e CC 1
la el DA0FS0 0.897854
casa casa NCFS000 0.990148
de de SPS00 0.999758
Dios dios NCMS000 0.999067
. . Fp 1

Mas mas CC 0.345275
es ser VSIP3S0 1
obispo obispo NCMS000 1
de de SPS00 0.999758
Iherusalen jerusalén NP000G0 1
, , Fc 1
reuestido revestir VMPS0SM 1
como como CS 0.953008
obispo obispo NCMS000 1
en en SPS00 1
sus su DP3CP0 1
pontificales pontifical AQ0CP0 0.916667
, , Fc 1
salio salir VMIS3S0 0.972603
a a SPS00 0.956937
el el DA0MS0 0.880831
con con SPS00 1
grant grande AQ0CS0 1
proçesion procesión NCFS000 1
, , Fc 1
e e CC 1
quando cuándo PT000000 1
lo lo PP3CNa00 0.348232
vido ver VMIS3S0 1
Alixandre alejandro NP000P0 1
, , Fc 1
acordose acordar+se VMIS3S0+PP3CN000 1
de de SPS00 0.999758
la el DA0FS0 0.897854
vision visión NCFS000 1
que que PR0CN000 0.648953
le le PP3CSD00 1
auia haber VMII3S0 1
aparesçido aparecer VMPS0SM 0.460071
, , Fc 1
e e CC 1
desçendio descender VMIS3S0 1
del del_de+del_el SP+DA 0.5
cauallo caballo NCMS000 1
, , Fc 1
e e CC 1
fizole hacer+le VMIS3S0+PP3CSD00 1
muy muy RG 1
grand grande AQ0CS0 1
reuerençia reverencia NCFS000 1
, , Fc 1
e e CC 1
mando mandar VMIP1S0 0.496933
que que CS 0.351047
todos todo PI0MP000 0.230392
abaxasen abajar VMSI3P0 1
las el DA0FP0 0.860393
armas arma NCFP000 0.987805
, , Fc 1
e e CC 1
entro entrar VMIS3S0 0.475
de de SPS00 0.999758
pie pie NCMS000 1
con con SPS00 1
sus su DP3CP0 1
caualleros caballero NCMP000 0.954545
, , Fc 1
e e CC 1
fuese ser VSSI1S0 0.480496
para para SPS00 0.988789
el el DA0MS0 0.880831
tenplo templo NCMS000 0.968254
, , Fc 1
e e CC 1
adoro adorar VMIS3S0 0.65
alli allí RG 1
e e CC 1
fizo hacer VMIS3S0 1
grandes grande AQ0CP0 0.996795
sacrefiçios sacrificio NCMP000 1
, , Fc 1
e e CC 1
dio dar VMIS3S0 1
alli allí RG 1
muchos mucho DI0MP0 0.876506
de de SPS00 0.999758
sus su DP3CP0 1
algos algo NCMP000 1
, , Fc 1
e e CC 1
todos todo PI0MP000 0.230392
se saber VMIP1S0 0.763441
marauillaron maravillar VMIS3P0 1
porque porque CS 0.996454
tal tal DD0CS0 0.776243
reuerençia reverencia NCFS000 1
fiziera hacer VMSI3S0 0.649965
a a SPS00 0.956937
omne hombre NCMS000 1
. . Fp 1

Et et CC 1
dixoles decir+le VMIS3S0+PP3CPD00 1
que que CS 0.351047
aquella aquel DD0FS0 0.704678
reuerençia reverencia NCFS000 1
e e CC 1
aquella aquel DD0FS0 0.704678
honrra honra NCFS000 0.972603
, , Fc 1
que que CS 0.351047
al ál PI0CS000 0.084323
fiziera hacer VMSI3S0 0.649965
a a SPS00 0.956937
Dios dios NCMS000 0.999067
del del_de+del_el SP+DA 0.5
çielo cielo NCMS000 1
, , Fc 1
e e CC 1
dexo dejar VMIP1S0 0.496933
la el DA0FS0 0.897854
çibdat ciudad NCFS000 1
muy muy RG 1
rica rico AQ0FS0 0.954545
e e CC 1
muy muy RG 1
honrrada honrado AQ0FS0 0.642857
; ; Fx 1
e e CC 1
fuese ser VSSI1S0 0.480496
para para SPS00 0.988789
conquerir conquerir VMN0000 1
otras otro DI0FP0 0.698675
tierras tierra NCFP000 1
. . Fp 1

Mas mas CC 0.345275
aqui aquí RG 1
podemos poder VMIP1P0 1
notar notar VMN0000 1
lo el DA0NS0 0.30297
que que PR0CN000 0.648953
dize decir VMIP3S0 1
en en SPS00 1
el el DA0MS0 0.880831
segundo 2 AO0MS0 1
libro libro NCMS000 0.993994
de de SPS00 0.999758
Alyxander alyxander VMN0000 0.937195
, , Fc 1
que que CS 0.351047
despues después RG 1
que que CS 0.351047
sopo saber VMIS3S0 1
Dario darío NP000P0 1
en en SPS00 1
como como CS 0.953008
Alixander alejandro NP000P0 1
entraua entrar VMII1S0 0.5
en en SPS00 1
la el DA0FS0 0.897854
tierra tierra NCFS000 1
para para SPS00 0.988789
darle dar+le VMN0000+PP3CSD00 1
pelea pelea NCFS000 0.913043
, , Fc 1
ayunto ayuntar VMIP1S0 0.5
muy muy RG 1
grand grande AQ0CS0 1
hueste hueste NCFS000 1
syn sin SPS00 1
cuenta cuenta NCFS000 0.398693
, , Fc 1
e e CC 1
enbio enviar VMIS3S0 1
una uno DI0FS0 0.763441
carta carta NCFS000 1
con con SPS00 1
mensajeros mensajero NCMP000 0.569788
muy muy RG 1
honrrados honrado AQ0MP0 0.916667
a a SPS00 0.956937
Alixander alejandro NP000P0 1
, , Fc 1
e e CC 1
el el DA0MS0 0.880831
tenor tenor NCMS000 1
era ser VSII1S0 0.483357
este este DD0MS0 0.93323
: : Fd 1
Dario darío NP000P0 1
, , Fc 1
rey rey NCMS000 1
de de SPS00 0.999758
los el DA0MP0 0.964169
reyes rey NCMP000 1
e e CC 1
pariente pariente NCCS000 0.954545
de de SPS00 0.999758
los el DA0MP0 0.964169
dioses dios NCMP000 1
escriue escribir VMIP3S0 0.916667
a a SPS00 0.956937
Alixander alejandro NP000P0 1
su su DP3CS0 1
siervo siervo NCMS000 1
. . Fp 1

Maguera maguer CS 1
que que CS 0.351047
tu tú PP2CSN00 0.657104
seas ser VSSP2S0 1
muy muy RG 1
noble noble AQ0CS0 0.996894
, , Fc 1
mas más RG 0.654277
non no RN 0.99968
conviene convenir VMIP3S0 1
de de SPS00 0.999758
acometer acometer VMN0000 1
lo el DA0NS0 0.30297
que que PR0CN000 0.648953
quisieres querer VMSF2S0 1
acometer acometer VMN0000 1
. . Fp 1

Mas mas CC 0.345275
ten tener VMM02S0 1
mientes miente NCFP000 0.52
en en SPS00 1
tu tu DP2CSS 0.342896
fazienda facienda NCFS000 0.512121
, , Fc 1
e e CC 1
non no RN 0.99968
quieras querer VMSP2S0 1
despresçiar despresçiar VMN0000 1
