Capitulo capítulo NCMS000 1
mucho mucho RG 0.930013
honrrados honrado AQ0MP0 0.916667
: : Fd 1
e e CC 1
tornaronse tornar+se VMIS3P0+PP3CN000 1
con con SPS00 1
estas este DD0FP0 0.776824
nueuas nueva NCFP000 0.5
. . Fp 1

La el DA0FS0 0.897854
quinta quinto AO0FS0 0.04
cosa cosa NCFS000 1
es ser VSIP3S0 1
que que CS 0.351047
fue ser VSIS3S0 0.93672
a a SPS00 0.956937
Egipto egipto NP000G0 1
a a SPS00 0.956937
pelear pelear VMN0000 1
con con SPS00 1
el el DA0MS0 0.880831
rey rey NCMS000 1
Tolomeo tolomeo NP000P0 1
: : Fd 1
et et CC 1
tan tan RG 1
grande grande AQ0CS0 0.994186
fue ser VSIS3S0 0.93672
el el DA0MS0 0.880831
espanto espanto NCMS000 0.525272
que que PR0CN000 0.648953
entro entrar VMIS3S0 0.475
en en SPS00 1
la el DA0FS0 0.897854
tierra tierra NCFS000 1
del del_de+del_el SP+DA 0.5
rey rey NCMS000 1
Tolomeo tolomeo NP000P0 1
que que PR0CN000 0.648953
se saber VMIP1S0 0.763441
le le PP3CSD00 1
sojudgo sojudgo VMIS3S0 0.255825
sin sin SPS00 1
ninguna ninguno DI0FS0 0.990196
batalla batalla NCFS000 1
. . Fp 1

Et et CC 1
despues después RG 1
desto desto_de+desto_este SP+PD 1
, , Fc 1
para para SPS00 0.988789
conplir cumplir VMN0000 1
lo el DA0NS0 0.30297
que que PR0CN000 0.648953
dixera decir VMSI3S0 0.615385
caualleros caballero NCMP000 0.954545
: : Fd 1
amigos amigo NCMP000 0.954545
, , Fc 1
andat andar VMM02P0 1
, , Fc 1
que que CS 0.351047
nuestra nuestro DP1FSP 0.994792
es ser VSIP3S0 1
la el DA0FS0 0.897854
tierra tierra NCFS000 1
, , Fc 1
ca ca CS 0.982082
asi así RG 1
lo lo PP3CNa00 0.348232
dizen decir VMIP3P0 1
los el DA0MP0 0.964169
fados hado NCMP000 1
. . Fp 1

Et et CC 1
luego luego RG 0.905405
que que CS 0.351047
esto este PD0NS000 0.983631
ouo haber VAIS3S0 1
dicho decir VMPS0SM 0.994792
, , Fc 1
fuese ser VSSI1S0 0.480496
en en SPS00 1
pos pos SPS00 1
de de SPS00 0.999758
Dario darío NP000P0 1
, , Fc 1
e e CC 1
andudo andar VMIS3S0 1
en en SPS00 1
pos pos SPS00 1
del del_de+del_el SP+DA 0.5
treynta treinta AQ0MS0 0.375802
leguas legua NCFP000 1
, , Fc 1
cuydando cuidar VMG0000 1
alcançar alcanzar VMN0000 1
ante antes RG 0.619303
que que CS 0.351047
se saber VMIP1S0 0.763441
le le PP3CSD00 1
fuese ser VSSI1S0 0.480496
. . Fp 1

Et et CC 1
yua ir VMII3S0 0.649997
por por SPS00 1
muy muy RG 1
fuertes fuerte AQ0CP0 1
caminos camino NCMP000 1
, , Fc 1
et et CC 1
quando cuándo PT000000 1
sopo saber VMIS3S0 1
Dario darío NP000P0 1
que que PR0CN000 0.648953
yua ir VMII3S0 0.649997
en en SPS00 1
pos pos SPS00 1
del del_de+del_el SP+DA 0.5
, , Fc 1
alço alzar VMIS3S0 0.267058
las el DA0FP0 0.860393
tiendas tienda NCFP000 0.85
de de SPS00 0.999758
ally allí RG 1
donde donde PR000000 0.987805
estaua estar VAII3S0 1
, , Fc 1
e e CC 1
fuese ser VSSI1S0 0.480496
para para SPS00 0.988789
los el DA0MP0 0.964169
canpos campo NCMP000 1
de de SPS00 0.999758
Çeçilia sicilia NP000G0 1
. . Fp 1

Et et CC 1
alli allí RG 1
lo lo PP3CNa00 0.348232
espero esperar VMIP1S0 0.612242
. . Fp 1

Et et CC 1
quando cuándo PT000000 1
vio ver VMIS3S0 1
que que CS 0.351047
Alexandre alejandro NP000P0 1
allegaua allegar VMII3S0 0.65
a a SPS00 0.956937
los el DA0MP0 0.964169
puertos puerto NCMP000 1
de de SPS00 0.999758
Çeçilia sicilia NP000G0 1
, , Fc 1
enbiole enviar+le VMIS3S0+PP3CSD00 1
a a SPS00 0.956937
tomar tomar VMN0000 1
los el DA0MP0 0.964169
puertos puerto NCMP000 1
. . Fp 1

Mas mas CC 0.345275
Alexandre alejandro NP000P0 1
veno venir VMIS3S0 1
primero primero RG 0.264249
, , Fc 1
e e CC 1
tomo tomar VMIP1S0 0.496933
las el DA0FP0 0.860393
entradas entrada NCFP000 0.539929
, , Fc 1
et et CC 1
alli allí RG 1
le le PP3CSD00 1
dio dar VMIS3S0 1
fazienda facienda NCFS000 0.512121
, , Fc 1
asi así RG 1
que que CS 0.351047
alli allí RG 1
lo lo PP3CNa00 0.348232
vençio vencer VMIS3S0 1
primeramente primeramente RG 1
, , Fc 1
e e CC 1
alli allí RG 1
le le PP3CSD00 1
priso prender VMIS3S0 1
la el DA0FS0 0.897854
madre madre NCFS000 1
, , Fc 1
e e CC 1
la el DA0FS0 0.897854
muger mujer NCFS000 1
, , Fc 1
e e CC 1
la el DA0FS0 0.897854
hermana hermano NCFS000 0.846154
, , Fc 1
e e CC 1
el el DA0MS0 0.880831
fijo hijo NCMS000 1
heredero heredero NCMS000 0.916667
que que PR0CN000 0.648953
auia haber VMII3S0 1
siete 7 Z 0.5
años año NCMP000 1
, , Fc 1
e e CC 1
traxolas traer+lo VMIS3S0+PP3FPA00 1
a a SPS00 0.956937
Grecia grecia NP000G0 1
saluas salvo AQ0FP0 0.642857
de de SPS00 0.999758
sus su DP3CP0 1
cuerpos cuerpo NCMP000 1
, , Fc 1
et et CC 1
muy muy RG 1
honrradamente honrradamente RG 1
, , Fc 1
et et CC 1
tomo tomar VMIP1S0 0.496933
todos todo DI0MP0 0.769608
los el DA0MP0 0.964169
algos algo NCMP000 1
de de SPS00 0.999758
Dario darío NP000P0 1
, , Fc 1
que que PR0CN000 0.648953
alli allí RG 1
traya traer VMII3S0 1
consigo consigo PP3CNO00 0.65625
, , Fc 1
do donde PR000000 0.984536
tomo tomar VMIP1S0 0.496933
muchos mucho DI0MP0 0.876506
carros carro NCMP000 1
cobiertos cubrir VMPS0PM 0.460071
de de SPS00 0.999758
oro oro NCMS000 0.968254
, , Fc 1
e e CC 1
muchas mucho DI0FP0 0.836538
lanças lanza NCFP000 0.749011
cubiertas cubrir VMPS0PF 0.916667
de de SPS00 0.999758
plata plata NCFS000 1
que que PR0CN000 0.648953
auian haber VMII3P0 0.5
las el DA0FP0 0.860393
cochillas cochillas NCFP000 1
de de SPS00 0.999758
oro oro NCMS000 0.968254
. . Fp 1

Et et CC 1
dixo decir VMIS3S0 1
Alexandre alejandro NP000P0 1
: : Fd 1
el el DA0MS0 0.880831
fierro hierro NCMS000 1
bien bien RG 0.963887
se saber VMIP1S0 0.763441
defiende defender VMIP3S0 0.930769
del del_de+del_el SP+DA 0.5
oro oro NCMS000 0.968254
, , Fc 1
e e CC 1
tomo tomar VMIP1S0 0.496933
alli allí RG 1
mucho mucho RG 0.930013
oro oro NCMS000 0.968254
, , Fc 1
e e CC 1
mucha mucho DI0FS0 0.97619
plata plata NCFS000 1
sin sin SPS00 1
cuento cuento NCMS000 0.821138
, , Fc 1
e e CC 1
tan tan RG 1
grandes grande AQ0CP0 0.996795
algos algo NCMP000 1
, , Fc 1
que que CS 0.351047
le le PP3CSD00 1
non no RN 0.99968
podria poder VMIC3S0 0.5
omne hombre NCMS000 1
contar contar VMN0000 1
. . Fp 1

Et et CC 1
Dario darío NP000P0 1
fuxo huir VMIS3S0 1
con con SPS00 1
muy muy RG 1
pocas poco DI0FP0 0.0833333
conpañas compañía NCFP000 1
: : Fd 1
et et CC 1
fuese ser VSSI1S0 0.480496
para para SPS00 0.988789
Babilonia babilonia NP000G0 1
. . Fp 1

Et et CC 1
de de SPS00 0.999758
las el DA0FP0 0.860393
tres 3 Z 0.280029
batallas batalla NCFP000 1
que que PR0CN000 0.648953
dio dar VMIS3S0 1
Alexandre alejandro NP000P0 1
a a SPS00 0.956937
Dario darío NP000P0 1
, , Fc 1
esta este PD0FS000 0.143617
fue ser VSIS3S0 0.93672
la el DA0FS0 0.897854
primera 1 NCFS000 0.286385
: : Fd 1
et et CC 1
de de SPS00 0.999758
las el DA0FP0 0.860393
otras otro DI0FP0 0.698675
dos 2 Z 0.994169
diremes dírham NCMP000 1
en en SPS00 1
el el DA0MS0 0.880831
capitulo capítulo NCMS000 1
que que PR0CN000 0.648953
se saber VMIP1S0 0.763441
sigue seguir VMIP3S0 0.916667
. . Fp 1

