Capitulo capítulo NCMS000 1
esto este PD0NS000 0.983631
oyeron oír VMIS3P0 1
los el DA0MP0 0.964169
mensejeros mensejeros NCMP000 0.787265
, , Fc 1
tomaron tomar VMIS3P0 1
muy muy RG 1
grande grande AQ0CS0 0.994186
espanto espanto NCMS000 0.525272
. . Fp 1

Et et CC 1
el él PP3MS000 0.119169
dioles dar+le VMIS3S0+PP3CPD00 1
muchas mucho DI0FP0 0.836538
donas don NCFP000 1
, , Fc 1
e e CC 1
muy muy RG 1
onrradas honrado AQ0FP0 0.642857
, , Fc 1
e e CC 1
tornaronse tornar+se VMIS3P0+PP3CN000 1
con con SPS00 1
estas este DD0FP0 0.776824
nueuas nueva NCFP000 0.5
. . Fp 1

La el DA0FS0 0.897854
v° 5 AQ0CS00 1
cosa cosa NCFS000 1
es ser VSIP3S0 1
que que CS 0.351047
fue ser VSIS3S0 0.93672
a a SPS00 0.956937
Egipto egipto NP000G0 1
a a SPS00 0.956937
pelear pelear VMN0000 1
con con SPS00 1
el el DA0MS0 0.880831
rey rey NCMS000 1
Tholomeo tolomeo NP000P0 1
, , Fc 1
e e CC 1
tan tan RG 1
grande grande AQ0CS0 0.994186
fue ser VSIS3S0 0.93672
el el DA0MS0 0.880831
espanto espanto NCMS000 0.525272
que que PR0CN000 0.648953
entro entrar VMIS3S0 0.475
en en SPS00 1
la el DA0FS0 0.897854
tierra tierra NCFS000 1
que que PR0CN000 0.648953
el el DA0MS0 0.880831
rey rey NCMS000 1
Tolomeo tolomeo NP000P0 1
se saber VMIP1S0 0.763441
sujugo sujugo VMIS3S0 1
syn sin SPS00 1
ninguna ninguno DI0FS0 0.990196
batalla batalla NCFS000 1
. . Fp 1

Et et CC 1
despues después RG 1
desto desto_de+desto_este SP+PD 1
torno tornar VMIP1S0 0.474178
para para SPS00 0.988789
conplir cumplir VMN0000 1
lo el DA0NS0 0.30297
que que PR0CN000 0.648953
dixera decir VMSI3S0 0.615385
a a SPS00 0.956937
los el DA0MP0 0.964169
mensajeros mensajero NCMP000 0.569788
de de SPS00 0.999758
Dario darío NP000P0 1
. . Fp 1

La el DA0FS0 0.897854
vi° vi° NCMS000 0.175279
cosa cosa NCFS000 1
es ser VSIP3S0 1
que que PR0CN000 0.648953
entro entrar VMIS3S0 0.475
en en SPS00 1
la el DA0FS0 0.897854
mar mar NCCS000 1
para para SPS00 0.988789
pasar pasar VMN0000 1
a a SPS00 0.956937
Asia asia NP000G0 1
a a SPS00 0.956937
pelear pelear VMN0000 1
con con SPS00 1
Dario darío NP000P0 1
. . Fp 1

Et et CC 1
llegando llegar VMG0000 1
al al_a+al_el SP+DA 0.915677
puerto puerto NCMS000 1
ante ante SPS00 0.378016
que que PR0CN000 0.648953
arribase arribar VMSI3S0 0.632352
tomo tomar VMIP1S0 0.496933
una 1 Z 0.11828
ballesta ballesta NCFS000 1
, , Fc 1
e e CC 1
puso poner VMIS3S0 1
en en SPS00 1
ella él PP3FS000 1
una uno DI0FS0 0.763441
saeta saeta NCFS000 1
para para SPS00 0.988789
ferir herir VMN0000 1
a a SPS00 0.956937
toda todo DI0FS0 0.949029
Asia asia NP000G0 1
. . Fp 1

E e CC 1
como como CS 0.953008
lanço lanzar VMIS3S0 0.64998
, , Fc 1
paso pasar VMIP1S0 0.476923
un uno DI0MS0 0.930636
cuervo cuervo NCMS000 1
por por SPS00 1
el el DA0MS0 0.880831
ayre aire NCMS000 1
, , Fc 1
e e CC 1
matol matar+le VMIP1S0+PP3CSD00 0.1 matar+lo VMIP1S0+PP3CNa00 0.1 matar+lo VMIP1S0+PP3FSa00 0.1 matar+lo VMIP1S0+PP3MSa00 0.1 matar+él VMIP1S0+PP3MS000 0.1
con con SPS00 1
ella él PP3FS000 1
: : Fd 1
et et CC 1
alli allí RG 1
le le PP3CSD00 1
dixeron decir VMIS3P0 1
todos todo DI0MP0 0.769608
los el DA0MP0 0.964169
sabios sabio NCMP000 0.69802
que que PR0CN000 0.648953
era ser VSII1S0 0.483357
señal señal NCFS000 1
de de SPS00 0.999758
conquerir conquerir VMN0000 1
a a SPS00 0.956937
toda todo DI0FS0 0.949029
Asia asia NP000G0 1
, , Fc 1
e e CC 1
a a SPS00 0.956937
Persia persia NP000G0 1
. . Fp 1

La el DA0FS0 0.897854
vii° vii° NCMS000 0.175279
cosa cosa NCFS000 1
es ser VSIP3S0 1
que que PR0CN000 0.648953
ante antes RG 0.619303
que que CS 0.351047
pasase pasar VMSI1S0 0.649822
a a SPS00 0.956937
Asaya asaya VMSP3S0 0.733262
, , Fc 1
e e CC 1
despues después RG 1
que que CS 0.351047
subjugase subyugar+se VMIP3S0+PP3CN000 0.913505
a a SPS00 0.956937
Tolomeo tolomeo NP000P0 1
con con SPS00 1
Egipto egipto NP000G0 1
, , Fc 1
vino venir VMIS3S0 0.991071
a a SPS00 0.956937
lidiar lidiar VMN0000 1
con con SPS00 1
un uno DI0MS0 0.930636
prinçipe príncipe NCMS000 1
quel quel_que+quel_el CS+DA 0.5
dezian decir VMII3P0 1
Pauseuia pauseuia VMII3S0 1
, , Fc 1
que que PR0CN000 0.648953
era ser VSII1S0 0.483357
vasallo vasallo AQ0MS0 0.366391
de de SPS00 0.999758
su su DP3CS0 1
padre padre NCMS000 1
, , Fc 1
e e CC 1
alçarase alzar+se VMSI3S0+PP3CN000 1
contra contra SPS00 0.982979
el él PP3MS000 0.119169
, , Fc 1
et et CC 1
le le PP3CSD00 1
auia haber VMII3S0 1
muerto morir VMPS0SM 0.96875
en en SPS00 1
canpo campo NCMS000 1
mientra mientras RG 0.5
que que CS 0.351047
Alexandre alejandro NP000P0 1
estaua estar VAII3S0 1
en en SPS00 1
Egipto egipto NP000G0 1
; ; Fx 1
et et CC 1
despues después RG 1
quiso querer VMIS3S0 1
eso ese PD0NS000 1
mismo mismo AQ0MS0 0.548387
fazer hacer VMN0000 1
al al_a+al_el SP+DA 0.915677
fijo hijo NCMS000 1
, , Fc 1
por por SPS00 1
casarse casar+se VMN0000+PP3CN000 1
con con SPS00 1
Olinpias olinpias NCFP000 0.676093
, , Fc 1
madre madre NCFS000 1
de de SPS00 0.999758
Alexandre alejandro NP000P0 1
. . Fp 1

Et et CC 1
alli allí RG 1
Alexandre alejandro NP000P0 1
peleo pelear VMIP1S0 0.499224
con con SPS00 1
el él PP3MS000 0.119169
, , Fc 1
e e CC 1
prisol prender+le VMIS3S0+PP3CSD00 0.2 prender+lo VMIS3S0+PP3CNa00 0.2 prender+lo VMIS3S0+PP3FSa00 0.2 prender+lo VMIS3S0+PP3MSa00 0.2 prender+él VMIS3S0+PP3MS000 0.2
, , Fc 1
e e CC 1
mandol mandar+le VMIP1S0+PP3CSD00 0.1 mandar+lo VMIP1S0+PP3CNa00 0.1 mandar+lo VMIP1S0+PP3FSa00 0.1 mandar+lo VMIP1S0+PP3MSa00 0.1 mandar+él VMIP1S0+PP3MS000 0.1
enforcar ahorcar VMN0000 0.5
como como CS 0.953008
a a SPS00 0.956937
traydor traidor NCMS000 0.633609
: : Fd 1
e e CC 1
asy así RG 1
vengo vengar VMIP1S0 0.383333
la el DA0FS0 0.897854
muerte muerte NCFS000 1
de de SPS00 0.999758
su su DP3CS0 1
padre padre NCMS000 1
. . Fp 1

Et et CC 1
alli allí RG 1
los el DA0MP0 0.964169
griegos griego AQ0MP0 0.954545
fazien hacer VMII3P0 1
muy muy RG 1
grant grande AQ0CS0 1
llanto llantar NCMS000 0.525272
por por SPS00 1
la el DA0FS0 0.897854
muerte muerte NCFS000 1
del del_de+del_el SP+DA 0.5
padre padre NCMS000 1
, , Fc 1
et et CC 1
gran grande AQ0CS0 1
alegria alegría NCFS000 1
por por SPS00 1
que que PR0CN000 0.648953
alçaua alzar VMII3S0 0.644175
rey rey NCMS000 1
Alexandre alejandro NP000P0 1
. . Fp 1

La el DA0FS0 0.897854
viii° viii° NCMS000 0.175279
cosa cosa NCFS000 1
es ser VSIP3S0 1
que que PR0CN000 0.648953
despues después RG 1
que que CS 0.351047
esto este PD0NS000 0.983631
ouo haber VAIS3S0 1
fecho hacer VMPS0SM 0.328
, , Fc 1
entro entrar VMIS3S0 0.475
en en SPS00 1
la el DA0FS0 0.897854
mar mar NCCS000 1
, , Fc 1
e e CC 1
paso pasar VMIP1S0 0.476923
allende allende RG 1
a a SPS00 0.956937
Asya asia NP000G0 1
, , Fc 1
e e CC 1
subio subir VMIS3S0 1
ençima encima RG 1
de de SPS00 0.999758
un uno DI0MS0 0.930636
monte monte NCMS000 0.885714
, , Fc 1
e e CC 1
començo comenzar VMIS3S0 0.181337
a a SPS00 0.956937
contenplar contemplar VMN0000 1
a a SPS00 0.956937
Asia asia NP000G0 1
, , Fc 1
et et CC 1
dixo decir VMIS3S0 1
: : Fd 1
a a SPS00 0.956937
que que PR0CN000 0.648953
noble noble AQ0CS0 0.996894
tierra tierra NCFS000 1
, , Fc 1
e e CC 1
esta este PD0FS000 0.143617
me me PP1CS000 1
cunple cumplir VMM02S0 1
a a SPS00 0.956937
mi mi DP1CSS 0.879781
! ! Fat 1
Et et CC 1
tomo tomar VMIP1S0 0.496933
tamaño tamaño AQ0MS0 0.366391
esfuerço esfuerzo NCMS000 0.551599
en en SPS00 1
su su DP3CS0 1
coraçon corazón NCMS000 1
, , Fc 1
e e CC 1
dixo decir VMIS3S0 1
a a SPS00 0.956937
los el DA0MP0 0.964169
caualleros caballero NCMP000 0.954545
que que PR0CN000 0.648953
todos todo DI0MP0 0.769608
los el DA0MP0 0.964169
reynos reino NCMP000 1
eran ser VSII3P0 1
suyos suyo PX3MP000 1
, , Fc 1
ca ca CS 0.982082
se saber VMIP1S0 0.763441
tenie tener VMII3S0 0.65
por por SPS00 1
señor señor NCMS000 0.996183
de de SPS00 0.999758
todos todo PI0MP000 0.230392
. . Fp 1

Et et CC 1
començo comenzar VMIS3S0 0.181337
a a SPS00 0.956937
partir partir VMN0000 1
las el DA0FP0 0.860393
tierras tierra NCFP000 1
, , Fc 1
e e CC 1
lo el DA0NS0 0.30297
que que PR0CN000 0.648953
era ser VSII1S0 0.483357
ya ya RG 0.876984
suyo suyo PX3MS000 0.5
diolo dar+lo VMIS3S0+PP3CNa00 0.5 dar+lo VMIS3S0+PP3MSa00 0.5
a a SPS00 0.956937
sus su DP3CP0 1
caualleros caballero NCMP000 0.954545
, , Fc 1
e e CC 1
partioles partir+le VMIS3S0+PP3CPD00 1
los el DA0MP0 0.964169
regnados reinar VMPS0PM 1
que que PR0CN000 0.648953
auian haber VAII3P0 0.5
ganados ganar VMPS0PM 0.916667
. . Fp 1

La el DA0FS0 0.897854
ix° ix° NCMS000 0.175279
cosa cosa NCFS000 1
es ser VSIP3S0 1
que que PR0CN000 0.648953
despues después RG 1
que que CS 0.351047
llego llegar VMIS3S0 0.630003
a a SPS00 0.956937
Troya troya NP000G0 1
e e CC 1
vio ver VMIS3S0 1
la el DA0FS0 0.897854
çerca cerca NCFS000 0.0232558
e e CC 1
la el DA0FS0 0.897854
fortaleza fortaleza NCFS000 1
della della_de+della_el SP+DA 0.5
, , Fc 1
marauillose maravillar+se VMIP1S0+PP3CN000 0.616647
mucho mucho RG 0.930013
, , Fc 1
e e CC 1
ploguieral placer+le VMSI1S0+PP3CSD00 0.1 placer+lo VMSI1S0+PP3CNa00 0.1 placer+lo VMSI1S0+PP3FSa00 0.1 placer+lo VMSI1S0+PP3MSa00 0.1 placer+él VMSI1S0+PP3MS000 0.1
que que CS 0.351047
non no RN 0.99968
fuera ser VSSI1S0 0.176136
destroyda destruir VMPS0SF 1
por por SPS00 1
ser ser VSN0000 0.969613
señor señor NCMS000 0.996183
della della_de+della_el SP+DA 0.5
. . Fp 1

Et et CC 1
alli allí RG 1
fizo hacer VMIS3S0 1
muy muy RG 1
grandes grande AQ0CP0 0.996795
sacrifiçios sacrificio NCMP000 1
sobre sobre SPS00 0.945175
los el DA0MP0 0.964169
sepulcros sepulcro NCMP000 1
de de SPS00 0.999758
Archiles aquiles NP000P0 1
e e CC 1
de de SPS00 0.999758
los el DA0MP0 0.964169
otros otro DI0MP0 0.652439
caualleros caballero NCMP000 0.954545
que que PR0CN000 0.648953
alli allí RG 1
murieran morir VMSI3P0 1
. . Fp 1

La el DA0FS0 0.897854
x° x° NCMS000 0.175279
cosa cosa NCFS000 1
es ser VSIP3S0 1
que que PR0CN000 0.648953
conto contar VMIS3S0 0.544737
a a SPS00 0.956937
sus su DP3CP0 1
caualleros caballero NCMP000 0.954545
una uno DI0FS0 0.763441
vision visión NCFS000 1
que que PR0CN000 0.648953
auia haber VMII3S0 1
auida haber VMPS0SF 0.875
en en SPS00 1
Greçia grecia NP000G0 1
quando cuándo PT000000 1
murio morir VMIS3S0 1
su su DP3CS0 1
padre padre NCMS000 1
. . Fp 1

Et et CC 1
dixo decir VMIS3S0 1
asy así RG 1
: : Fd 1
sabed saber VMM02P0 1
, , Fc 1
caualleros caballero NCMP000 0.954545
, , Fc 1
que que PR0CN000 0.648953
estando estar VAG0000 1
yo yo PP1CSN00 1
en en SPS00 1
Greçia grecia NP000G0 1
, , Fc 1
una uno DI0FS0 0.763441
noche noche NCFS000 1
a a SPS00 0.956937
la el DA0FS0 0.897854
media medio AQ0FS0 0.0975923
noche noche NCFS000 1
do donde PR000000 0.984536
estaua estar VAII3S0 1
en en SPS00 1
muy muy RG 1
gran grande AQ0CS0 1
cuydado cuidado NCMP000 0.847222
sy si CS 0.871981
defenderia defender VMIC3S0 0.65
mi mi DP1CSS 0.879781
tierra tierra NCFS000 1
e e CC 1
mi mi DP1CSS 0.879781
regno reino NCMS000 0.592233
, , Fc 1
o o CC 0.99692
sy si CS 0.871981
yria ir VMIC3S0 0.649992
a a SPS00 0.956937
cometer cometer VMN0000 1
los el DA0MP0 0.964169
mis mi DP1CPS 0.986111
enemigos enemigo NCMP000 0.65625
, , Fc 1
pensando pensar VMG0000 1
de de SPS00 0.999758
los el DA0MP0 0.964169
conplir cumplir VMN0000 1
todo todo PI0MS000 0.17236
a a SPS00 0.956937
la el DA0FS0 0.897854
media medio AQ0FS0 0.0975923
noche noche NCFS000 1
, , Fc 1
estando estar VAG0000 1
muy muy RG 1
agrauido agrauido VMP00SM 1
del del_de+del_el SP+DA 0.5
sueño sueño NCMS000 0.637326
, , Fc 1
vi ver VMIS1S0 0.4
venir venir VMN0000 1
una uno DI0FS0 0.763441
claridat claridad NCFS000 1
muy muy RG 1
grande grande AQ0CS0 0.994186
del del_de+del_el SP+DA 0.5
çielo cielo NCMS000 1
, , Fc 1
e e CC 1
tamaño tamaño AQ0MS0 0.366391
fue ser VSIS3S0 0.93672
el el DA0MS0 0.880831
temor temor NCMS000 1
que que PR0CN000 0.648953
oue haber VMIS1S0 1
que que PR0CN000 0.648953
començo comenzar VMIS3S0 0.181337
a a SPS00 0.956937
sudar sudar VMN0000 1
, , Fc 1
e e CC 1
estando estar VAG0000 1
en en SPS00 1
este este DD0MS0 0.93323
miedo miedo NCMS000 1
de de SPS00 0.999758
muchedunbre muchedumbre NCFS000 1
, , Fc 1
vi ver VMIS1S0 0.4
venir venir VMN0000 1
un uno DI0MS0 0.930636
omne hombre NCMS000 1
muy muy RG 1
onrrado honrar VMPS0SM 0.34375
del del_de+del_el SP+DA 0.5
çielo cielo NCMS000 1
, , Fc 1
e e CC 1
dizieme decir+me VMII3S0+PP1CS000 0.633962
sy si CS 0.871981
me me PP1CS000 1
convinie convenir VMII3S0 0.65
llamar llamar VMN0000 1
ome hombre NCMS000 1
o o CC 0.99692
Dios dios NCMS000 0.999067
, , Fc 1
et et CC 1
venie venir VMII3S0 0.65
vestido vestir VMPS0SM 0.460071
de de SPS00 0.999758
una uno DI0FS0 0.763441
vestidura vestidura NCFS000 1
de de SPS00 0.999758
oro oro NCMS000 0.968254
muy muy RG 1
estraña extraño AQ0FS0 0.366391
e e CC 1
muy muy RG 1
marauillosa maravilloso AQ0FS0 1
, , Fc 1
e e CC 1
semejaua semejar VMII1S0 0.5
obispo obispo NCMS000 1
quando cuándo PT000000 1
querie querer VMII3S0 0.65
dezir decir VMN0000 0.993421
la el DA0FS0 0.897854
missa misa NCFS000 1
. . Fp 1

Et et CC 1
en en SPS00 1
las el DA0FP0 0.860393
faldas falda NCFP000 1
traye traer VMII3S0 0.649999
muchas mucho DI0FP0 0.836538
piedras piedra NCFP000 1
preçiosas precioso AQ0FP0 1
, , Fc 1
e e CC 1
relunbraua relumbrar VMII3S0 0.65
el el DA0MS0 0.880831
oro oro NCMS000 0.968254
como como CS 0.953008
el el DA0MS0 0.880831
sol sol NCMS000 0.893805
, , Fc 1
e e CC 1
tenie tener VMII3S0 0.65
unos uno DI0MP0 0.211538
pedaços pedazo NCMP000 1
de de SPS00 0.999758
oro oro NCMS000 0.968254
que que PR0CN000 0.648953
cubrien cubrir VMII3P0 1
los el DA0MP0 0.964169
cabellos cabello NCMP000 1
, , Fc 1
et et CC 1
tenie tener VMII3S0 0.65
en en SPS00 1
los el DA0MP0 0.964169
pechos pecho NCMP000 1
doze doce AQ0MS0 0.36866
piedras piedra NCFP000 1
preçiosas precioso AQ0FP0 1
que que PR0CN000 0.648953
relunbrauan relumbrar VMII3P0 1
como como CS 0.953008
fuego fuego NCMS000 1
. . Fp 1

Et et CC 1
en en SPS00 1
la el DA0FS0 0.897854
fruente frente NCMS000 0.241695
tenia tener VMII1S0 0.5
una uno DI0FS0 0.763441
figura figura NCFS000 0.962264
de de SPS00 0.999758
çinco cinco AQ0MS0 0.366391
letras letra NCFP000 1
, , Fc 1
que que PR0CN000 0.648953
es ser VSIP3S0 1
nonbre nombre NCMS000 0.968
de de SPS00 0.999758
Dios dios NCMS000 0.999067
, , Fc 1
thetraniamater thetraniamater NCMS000 0.565011
, , Fc 1
e e CC 1
non no RN 0.99968
sope saber VMIS1S0 1
leerle leer+le VMN0000+PP3CSD00 1
. . Fp 1

Et et CC 1
ençima encima RG 1
de de SPS00 0.999758
la el DA0FS0 0.897854
cabeça cabeza NCFS000 1
tenie tener VMII3S0 0.65
una uno DI0FS0 0.763441
mitra mitra NCFS000 1
muy muy RG 1
marauillosa maravilloso AQ0FS0 1
, , Fc 1
et et CC 1
yo yo PP1CSN00 1
quisle querer+le VMIS1S0+PP3CSD00 0.562647
demandar demandar VMN0000 1
quien quien PR0CS000 1
era ser VSII1S0 0.483357
, , Fc 1
e e CC 1
que que CS 0.351047
querie querer VMII3S0 0.65
, , Fc 1
e e CC 1
donde donde PR000000 0.987805
venie venir VMII3S0 0.65
, , Fc 1
et et CC 1
el él PP3MS000 0.119169
respondio responder VMIS3S0 1
: : Fd 1
al al_a+al_el SP+DA 0.915677
rey rey NCMS000 1
muy muy RG 1
fuerte fuerte AQ0CS0 1
de de SPS00 0.999758
tus tu DP2CPS 1
regnados reinar VMPS0PM 1
, , Fc 1
e e CC 1
ve ver VMIP3S0 0.846154
por por SPS00 1
el el DA0MS0 0.880831
mundo mundo NCMS000 1
, , Fc 1
ca ca CS 0.982082
yo yo PP1CSN00 1
metre meter VMIF1S0 1
toda todo DI0FS0 0.949029
la el DA0FS0 0.897854
tierra tierra NCFS000 1
so so SPS00 0.355634
tus tu DP2CPS 1
pies pie NCMP000 1
, , Fc 1
e e CC 1
fazerte hacer+te VMN0000+PP2CS000 1
he haber VAIP1S0 0.720779
señor señor NCMS000 0.996183
de de SPS00 0.999758
todo todo DI0MS0 0.746894
el el DA0MS0 0.880831
mundo mundo NCMS000 1
. . Fp 1

Mas mas CC 0.345275
sy si CS 0.871981
me me PP1CS000 1
vieres ver VMSF2S0 1
en en SPS00 1
esta este DD0FS0 0.817376
forma forma NCFS000 0.972603
en en SPS00 1
que que PR0CN000 0.648953
te te PP2CS000 1
agora ahora RG 1
paresco parecer VMIP1S0 1
, , Fc 1
perdonaras perdonar VMIF2S0 0.645554
a a SPS00 0.956937
la el DA0FS0 0.897854
mi mi DP1CSS 0.879781
tierra tierra NCFS000 1
e e CC 1
a a SPS00 0.956937
los el DA0MP0 0.964169
mios mío PX1MP0S0 1
. . Fp 1

Et et CC 1
despues después RG 1
que que CS 0.351047
esto este PD0NS000 0.983631
ouo haber VAIS3S0 1
dicho decir VMPS0SM 0.994792
, , Fc 1
fuese ser VSSI1S0 0.480496
para para SPS00 0.988789
el el DA0MS0 0.880831
çielo cielo NCMS000 1
, , Fc 1
e e CC 1
finchio henchir VMIS3S0 1
la el DA0FS0 0.897854
casa casa NCFS000 0.990148
de de SPS00 0.999758
olor olor NCMS000 1
muy muy RG 1
marauilloso maravilloso AQ0MS0 1
. . Fp 1

Et et CC 1
despues después RG 1
que que CS 0.351047
el el DA0MS0 0.880831
rey rey NCMS000 1
esto este PD0NS000 0.983631
ouo haber VAIS3S0 1
contado contar VMPS0SM 1
, , Fc 1
dixo decir VMIS3S0 1
asy así RG 1
a a SPS00 0.956937
sus su DP3CP0 1
caualleros caballero NCMP000 0.954545
: : Fd 1
a a SPS00 0.956937
conpañas compañía NCFP000 1
, , Fc 1
non no RN 0.99968
temades temer VMSP2P0 1
de de SPS00 0.999758
acometer acometer VMN0000 1
muy muy RG 1
fuertes fuerte AQ0CP0 1
batallas batalla NCFP000 1
con con SPS00 1
tal tal DD0CS0 0.776243
cabdillo caudillo NCMS000 1
e e CC 1
con con SPS00 1
tal tal DD0CS0 0.776243
prinçipe príncipe NCMS000 1
como como CS 0.953008
este este DD0MS0 0.93323
que que PR0CN000 0.648953
a a SPS00 0.956937
mi mi DP1CSS 0.879781
aparesçio aparecer VMIS3S0 1
, , Fc 1
ca ca CS 0.982082
verdat verdad NCFS000 1
me me PP1CS000 1
dixo decir VMIS3S0 1
, , Fc 1
e e CC 1
asy así RG 1
lo lo PP3CNa00 0.348232
fallaredes hallar VMIF2P0 0.672826
por por SPS00 1
fecho fecho NCMS000 0.648
. . Fp 1

Et et CC 1
de de SPS00 0.999758
sy si CS 0.871981
tornose tornar+se VMIP1S0+PP3CN000 0.616647
para para SPS00 0.988789
la el DA0FS0 0.897854
hueste hueste NCFS000 1
, , Fc 1
et et CC 1
despues después RG 1
que que PR0CN000 0.648953
ouo haber VAIS3S0 1
conquerido conquerir VMPS0SM 1
muchas mucho DI0FP0 0.836538
tierras tierra NCFP000 1
e e CC 1
subjugado sojuzgar VMPS0SM 1
a a SPS00 0.956937
tiro tiro NP000G0 0.323529
vinose venir+se VMIS3S0+PP3CN000 1
para para SPS00 0.988789
Iherusalen jerusalén NP000G0 1
, , Fc 1
e e CC 1
con con SPS00 1
muy muy RG 1
grandes grande AQ0CP0 0.996795
conpañas compañía NCFP000 1
paresçie parecer VMII3S0 0.65
que que CS 0.351047
la lo PP3FSA00 0.10199
querie querer VMII3S0 0.65
entrar entrar VMN0000 1
por por SPS00 1
fuerça fuerza NCFS000 0.96875
, , Fc 1
e e CC 1
destruyr destruir VMN0000 1
el el DA0MS0 0.880831
tenplo templo NCMS000 0.968254
e e CC 1
la el DA0FS0 0.897854
casa casa NCFS000 0.990148
de de SPS00 0.999758
Dios dios NCMS000 0.999067
: : Fd 1
mas mas CC 0.345275
el el DA0MS0 0.880831
obispo obispo NCMS000 1
reuestido revestir VMPS0SM 1
como como CS 0.953008
obispo obispo NCMS000 1
en en SPS00 1
sus su DP3CP0 1
pontificales pontifical AQ0CP0 0.916667
, , Fc 1
salio salir VMIS3S0 0.972603
a a SPS00 0.956937
el el DA0MS0 0.880831
con con SPS00 1
gran grande AQ0CS0 1
deuoçion devoción NCFS000 1
, , Fc 1
et et CC 1
quandol quandol_cuando+quandol_le CS+PP 1
vio ver VMIS3S0 1
Alexandre alejandro NP000P0 1
, , Fc 1
acordose acordar+se VMIS3S0+PP3CN000 1
de de SPS00 0.999758
la el DA0FS0 0.897854
vision visión NCFS000 1
quel quel_que+quel_el CS+DA 0.5
auia haber VMII3S0 1
aparesçido aparecer VMPS0SM 0.460071
, , Fc 1
e e CC 1
desçendio descender VMIS3S0 1
del del_de+del_el SP+DA 0.5
cauallo caballo NCMS000 1
, , Fc 1
e e CC 1
fizol hacer+le VMIS3S0+PP3CSD00 0.2 hacer+lo VMIS3S0+PP3CNa00 0.2 hacer+lo VMIS3S0+PP3FSa00 0.2 hacer+lo VMIS3S0+PP3MSa00 0.2 hacer+él VMIS3S0+PP3MS000 0.2
muy muy RG 1
gran grande AQ0CS0 1
reuerençia reverencia NCFS000 1
, , Fc 1
e e CC 1
mando mandar VMIP1S0 0.496933
que que CS 0.351047
todos todo PI0MP000 0.230392
abaxasen abajar VMSI3P0 1
las el DA0FP0 0.860393
armas arma NCFP000 0.987805
, , Fc 1
e e CC 1
el él PP3MS000 0.119169
entro entrar VMIS3S0 0.475
de de SPS00 0.999758
pie pie NCMS000 1
con con SPS00 1
sus su DP3CP0 1
caualleros caballero NCMP000 0.954545
, , Fc 1
e e CC 1
fuese ser VSSI1S0 0.480496
para para SPS00 0.988789
el el DA0MS0 0.880831
tenplo templo NCMS000 0.968254
, , Fc 1
e e CC 1
adoro adorar VMIS3S0 0.65
alli allí RG 1
, , Fc 1
e e CC 1
fizo hacer VMIS3S0 1
muy muy RG 1
grandes grande AQ0CP0 0.996795
sacrifiçios sacrificio NCMP000 1
, , Fc 1
e e CC 1
dio dar VMIS3S0 1
alli allí RG 1
muchos mucho DI0MP0 0.876506
de de SPS00 0.999758
sus su DP3CP0 1
algos algo NCMP000 1
, , Fc 1
e e CC 1
todos todo PI0MP000 0.230392
se saber VMIP1S0 0.763441
marauillaron maravillar VMIS3P0 1
porque porque CS 0.996454
tal tal DD0CS0 0.776243
reuerençia reverencia NCFS000 1
fiziera hacer VMSI3S0 0.649965
a a SPS00 0.956937
omne hombre NCMS000 1
. . Fp 1

Et et CC 1
el él PP3MS000 0.119169
dixoles decir+le VMIS3S0+PP3CPD00 1
que que CS 0.351047
aquella aquel DD0FS0 0.704678
reuerençia reverencia NCFS000 1
e e CC 1
aquella aquel DD0FS0 0.704678
honrra honra NCFS000 0.972603
, , Fc 1
que que CS 0.351047
la lo PP3FSA00 0.10199
fiziera hacer VMSI3S0 0.649965
a a SPS00 0.956937
Dios dios NCMS000 0.999067
del del_de+del_el SP+DA 0.5
çielo cielo NCMS000 1
. . Fp 1

Et et CC 1
dexo dejar VMIP1S0 0.496933
la el DA0FS0 0.897854
çibdat ciudad NCFS000 1
muy muy RG 1
rica rico AQ0FS0 0.954545
e e CC 1
muy muy RG 1
honrrada honrado AQ0FS0 0.642857
, , Fc 1
e e CC 1
fuese ser VSSI1S0 0.480496
a a SPS00 0.956937
conquerir conquerir VMN0000 1
las el DA0FP0 0.860393
otras otro DI0FP0 0.698675
tierras tierra NCFP000 1
. . Fp 1

Mas mas CC 0.345275
aqui aquí RG 1
podemos poder VMIP1P0 1
notar notar VMN0000 1
lo el DA0NS0 0.30297
que que PR0CN000 0.648953
dize decir VMIP3S0 1
en en SPS00 1
el el DA0MS0 0.880831
ii° ii° AQ0CS00 0.0305452
libro libro NCMS000 0.993994
de de SPS00 0.999758
Alexandre alejandro NP000P0 1
que que PR0CN000 0.648953
despues después RG 1
que que PR0CN000 0.648953
sopo saber VMIS3S0 1
Dario darío NP000P0 1
en en SPS00 1
como como CS 0.953008
Alexandre alejandro NP000P0 1
le le PP3CSD00 1
entraua entrar VMII1S0 0.5
en en SPS00 1
la el DA0FS0 0.897854
tierra tierra NCFS000 1
para para SPS00 0.988789
darle dar+le VMN0000+PP3CSD00 1
pelea pelea NCFS000 0.913043
, , Fc 1
ayunto ayuntar VMIP1S0 0.5
muy muy RG 1
grant grande AQ0CS0 1
hueste hueste NCFS000 1
syn sin SPS00 1
cuento cuento NCMS000 0.821138
, , Fc 1
e e CC 1
enbio enviar VMIS3S0 1
una uno DI0FS0 0.763441
carta carta NCFS000 1
